"catch_trial","correct_answer","modal","workerid","image","percentage_blue","color","catch_trial_answer_correct","video","speaker_cond"
0,NA,"bare",37,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"probably",37,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"probably",37,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
1,1,"probably",37,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"might",37,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
1,2,"probably",37,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
1,2,"probably",37,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"bare",37,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"might",37,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"bare",37,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
1,2,"might",37,"scene_orange_video_40.gif",40,"orange",1,"orange_might_m","m"
0,NA,"probably",37,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",37,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",37,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",37,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
1,2,"probably",37,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"probably",37,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",37,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",37,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"probably",37,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",38,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"probably",38,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"probably",38,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",38,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",38,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
1,1,"bare",38,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_m","m"
0,NA,"probably",38,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",38,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"probably",38,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
1,2,"probably",38,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"probably",38,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"probably",38,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"might",38,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
1,2,"might",38,"scene_orange_video_40.gif",40,"orange",1,"orange_might_m","m"
1,1,"might",38,"scene_blue_video_60.gif",60,"blue",1,"blue_might_m","m"
1,1,"might",38,"scene_orange_video_40.gif",40,"orange",1,"orange_might_m","m"
0,NA,"might",38,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",38,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"bare",38,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"bare",38,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"probably",38,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"probably",38,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"bare",38,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"probably",38,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
1,2,"bare",38,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_m","m"
0,NA,"bare",39,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"bare",39,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"might",39,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
1,2,"probably",39,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"might",39,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",39,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",39,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",39,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
1,1,"might",39,"scene_orange_video_40.gif",40,"orange",1,"orange_might_m","m"
0,NA,"probably",39,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"might",39,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
1,2,"probably",39,"scene_orange_video_10.gif",10,"orange",0,"orange_probably_m","m"
0,NA,"bare",39,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"bare",39,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
1,2,"probably",39,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"probably",39,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"probably",39,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",39,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
1,2,"bare",39,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_m","m"
0,NA,"probably",39,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",39,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",39,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"probably",39,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
1,1,"probably",39,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"probably",39,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
