modal,percentage_blue,cond,rating_pred,run
probably,20,might-probably,0.021844516819,8
other,20,might-probably,0.199934942526,8
might,25,might-probably,0.775415416606,8
probably,25,might-probably,0.0309638018355,8
other,25,might-probably,0.193620781559,8
might,30,might-probably,0.761232949765,8
probably,30,might-probably,0.0494534418604,8
other,30,might-probably,0.189313608374,8
might,35,might-probably,0.73459410591,8
probably,35,might-probably,0.0823293542619,8
other,35,might-probably,0.183076539828,8
might,40,might-probably,0.691723532259,8
probably,40,might-probably,0.135045156939,8
other,40,might-probably,0.173231310802,8
might,45,might-probably,0.629831165638,8
probably,45,might-probably,0.211192965473,8
other,45,might-probably,0.158975868889,8
might,50,might-probably,0.550850764436,8
probably,50,might-probably,0.308421198137,8
other,50,might-probably,0.140728037427,8
might,55,might-probably,0.463346914718,8
probably,55,might-probably,0.416176957712,8
other,55,might-probably,0.12047612757,8
might,60,might-probably,0.379331362675,8
probably,60,might-probably,0.519648570141,8
other,60,might-probably,0.101020067184,8
might,65,might-probably,0.308193791838,8
probably,65,might-probably,0.607253653036,8
other,65,might-probably,0.0845525551252,8
might,70,might-probably,0.253619259825,8
probably,70,might-probably,0.674439148358,8
other,70,might-probably,0.0719415918168,8
might,75,might-probably,0.214819830905,8
probably,75,might-probably,0.722159110851,8
other,75,might-probably,0.0630210582435,8
might,80,might-probably,0.189108771675,8
probably,80,might-probably,0.753691395788,8
other,80,might-probably,0.0571998325378,8
might,85,might-probably,0.173616608449,8
probably,85,might-probably,0.772489799132,8
other,85,might-probably,0.0538935924188,8
might,90,might-probably,0.165865996602,8
probably,90,might-probably,0.781336738375,8
other,90,might-probably,0.0527972650237,8
might,95,might-probably,0.163412191572,8
probably,95,might-probably,0.781831056353,8
other,95,might-probably,0.0547567520756,8
might,100,might-probably,0.0875479952837,8
probably,100,might-probably,0.364857142203,8
other,100,might-probably,0.547594862513,8
might,0,might-probably,0.0175985578905,9
probably,0,might-probably,0.0166666666699,9
other,0,might-probably,0.96573477544,9
might,5,might-probably,0.344838833798,9
probably,5,might-probably,0.0166671342853,9
other,5,might-probably,0.638494031917,9
might,10,might-probably,0.70022866065,9
probably,10,might-probably,0.0166960749061,9
other,10,might-probably,0.283075264444,9
might,15,might-probably,0.771634700127,9
probably,15,might-probably,0.0169829907953,9
other,15,might-probably,0.211382309078,9
might,20,might-probably,0.782989944042,9
probably,20,might-probably,0.0184836664812,9
other,20,might-probably,0.198526389477,9
might,25,might-probably,0.780559370146,9
probably,25,might-probably,0.0236418809149,9
other,25,might-probably,0.195798748939,9
might,30,might-probably,0.769881514371,9
probably,30,might-probably,0.0369774119163,9
other,30,might-probably,0.193141073713,9
might,35,might-probably,0.746764831025,9
probably,35,might-probably,0.0654319895089,9
other,35,might-probably,0.187803179466,9
might,40,might-probably,0.704065112568,9
probably,40,might-probably,0.118036522459,9
other,40,might-probably,0.177898364973,9
might,45,might-probably,0.635596140322,9
probably,45,might-probably,0.202471208319,9
other,45,might-probably,0.161932651359,9
might,50,might-probably,0.543282381615,9
probably,50,might-probably,0.316380377025,9
other,50,might-probably,0.14033724136,9
might,55,might-probably,0.441816647456,9
probably,55,might-probably,0.441619943396,9
other,55,might-probably,0.116563409148,9
might,60,might-probably,0.350557600992,9
probably,60,might-probably,0.55427205292,9
other,60,might-probably,0.095170346088,9
might,65,might-probably,0.280790959237,9
probably,65,might-probably,0.64038755137,9
other,65,might-probably,0.0788214893935,9
might,70,might-probably,0.233404150107,9
probably,70,might-probably,0.698859078063,9
other,70,might-probably,0.0677367718302,9
might,75,might-probably,0.204165243074,9
probably,75,might-probably,0.734897887656,9
other,75,might-probably,0.0609368692697,9
might,80,might-probably,0.188051154539,9
probably,80,might-probably,0.754680135006,9
other,80,might-probably,0.057268710455,9
might,85,might-probably,0.180684210937,9
probably,85,might-probably,0.763548351946,9
other,85,might-probably,0.055767437117,9
might,90,might-probably,0.178338409299,9
probably,90,might-probably,0.765904406903,9
other,90,might-probably,0.0557571837978,9
might,95,might-probably,0.177823180476,9
probably,95,might-probably,0.764683938236,9
other,95,might-probably,0.0574928812878,9
might,100,might-probably,0.0917868837326,9
probably,100,might-probably,0.353863197769,9
other,100,might-probably,0.554349918499,9
might,0,might-probably,0.018376131638,10
probably,0,might-probably,0.0166666669971,10
other,0,might-probably,0.964957201365,10
might,5,might-probably,0.353919952154,10
probably,5,might-probably,0.01667167097,10
other,5,might-probably,0.629408376876,10
might,10,might-probably,0.693427985952,10
probably,10,might-probably,0.016793686636,10
other,10,might-probably,0.289778327412,10
might,15,might-probably,0.768530636774,10
probably,15,might-probably,0.0175104815799,10
other,15,might-probably,0.213958881646,10
might,20,might-probably,0.781529513848,10
probably,20,might-probably,0.020198086468,10
other,20,might-probably,0.198272399684,10
might,25,might-probably,0.778125547617,10
probably,25,might-probably,0.0275456857382,10
other,25,might-probably,0.194328766645,10
might,30,might-probably,0.765334566781,10
probably,30,might-probably,0.0436614685608,10
other,30,might-probably,0.191003964658,10
might,35,might-probably,0.740593728635,10
probably,35,might-probably,0.0741111293942,10
other,35,might-probably,0.185295141971,10
might,40,might-probably,0.698870138581,10
probably,40,might-probably,0.125456485385,10
other,40,might-probably,0.175673376034,10
might,45,might-probably,0.636102623191,10
probably,45,might-probably,0.202762796753,10
other,45,might-probably,0.161134580055,10
might,50,might-probably,0.553676028644,10
probably,50,might-probably,0.304339754299,10
other,50,might-probably,0.141984217058,10
might,55,might-probably,0.461369535305,10
probably,55,might-probably,0.418126211294,10
other,55,might-probably,0.120504253401,10
might,60,might-probably,0.37347284085,10
probably,60,might-probably,0.526487824692,10
other,60,might-probably,0.100039334457,10
might,65,might-probably,0.300744777041,10
probably,65,might-probably,0.616143428747,10
other,65,might-probably,0.0831117942115,10
might,70,might-probably,0.246715089428,10
probably,70,might-probably,0.682727860885,10
other,70,might-probably,0.0705570496878,10
might,75,might-probably,0.209758966397,10
probably,75,might-probably,0.728228868399,10
other,75,might-probably,0.0620121652038,10
might,80,might-probably,0.186423386496,10
probably,80,might-probably,0.756873643254,10
other,80,might-probably,0.0567029702504,10
might,85,might-probably,0.173297669862,10
probably,85,might-probably,0.772790068294,10
other,85,might-probably,0.0539122618434,10
might,90,might-probably,0.167432117691,10
probably,90,might-probably,0.779361159796,10
other,90,might-probably,0.0532067225128,10
might,95,might-probably,0.165862173925,10
probably,95,might-probably,0.778954246978,10
other,95,might-probably,0.0551835790964,10
might,100,might-probably,0.0798601649829,10
probably,100,might-probably,0.324320562285,10
other,100,might-probably,0.595819272732,10
might,0,might-probably,0.0198773491547,11
probably,0,might-probably,0.0166666667103,11
other,0,might-probably,0.963455984135,11
might,5,might-probably,0.405746406533,11
probably,5,might-probably,0.0166683947657,11
other,5,might-probably,0.577585198701,11
might,10,might-probably,0.706819173874,11
probably,10,might-probably,0.0167326173838,11
other,10,might-probably,0.276448208742,11
might,15,might-probably,0.770153052998,11
probably,15,might-probably,0.0172213329764,11
other,15,might-probably,0.212625614025,11
might,20,might-probably,0.780981095332,11
probably,20,might-probably,0.0193461487726,11
other,20,might-probably,0.199672755896,11
might,25,might-probably,0.777803023864,11
probably,25,might-probably,0.025755918214,11
other,25,might-probably,0.196441057922,11
might,30,might-probably,0.765729629567,11
probably,30,might-probably,0.0408483090258,11
other,30,might-probably,0.193422061407,11
might,35,might-probably,0.741271706518,11
probably,35,might-probably,0.0709083257019,11
other,35,might-probably,0.18781996778,11
might,40,might-probably,0.698436263011,11
probably,40,might-probably,0.123636018461,11
other,40,might-probably,0.177927718527,11
might,45,might-probably,0.632362002772,11
probably,45,might-probably,0.205100036225,11
other,45,might-probably,0.162537961002,11
might,50,might-probably,0.54497112297,11
probably,50,might-probably,0.312953831773,11
other,50,might-probably,0.142075045258,11
might,55,might-probably,0.44843949649,11
probably,55,might-probably,0.432152676494,11
other,55,might-probably,0.119407827016,11
might,60,might-probably,0.359318403113,11
probably,60,might-probably,0.542221587099,11
other,60,might-probably,0.0984600097875,11
might,65,might-probably,0.288483597092,11
probably,65,might-probably,0.629689271376,11
other,65,might-probably,0.0818271315315,11
might,70,might-probably,0.238116557667,11
probably,70,might-probably,0.691824439635,11
other,70,might-probably,0.0700590026978,11
might,75,might-probably,0.20528748177,11
probably,75,might-probably,0.732198719028,11
other,75,might-probably,0.062513799202,11
might,80,might-probably,0.185777675286,11
probably,80,might-probably,0.755932246878,11
other,80,might-probably,0.0582900778361,11
might,85,might-probably,0.175721689679,11
probably,85,might-probably,0.767574803489,11
other,85,might-probably,0.0567035068325,11
