"workerid","color","percentage_blue","modal","rating","speaker_cond"
9,"""blue""",75,"""bare""",1,"f"
9,"""blue""",90,"""bare""",1,"f"
9,"""blue""",100,"""bare""",1,"f"
9,"""blue""",0,"""might""",0,"f"
9,"""blue""",10,"""might""",0,"f"
9,"""blue""",25,"""might""",0,"f"
9,"""blue""",40,"""might""",0.55,"f"
9,"""blue""",50,"""might""",0.91,"f"
9,"""blue""",60,"""might""",1,"f"
9,"""blue""",75,"""might""",1,"f"
9,"""blue""",90,"""might""",0.52,"f"
9,"""blue""",100,"""might""",0.27,"f"
10,"""blue""",0,"""might""",0,"f"
10,"""blue""",10,"""might""",0,"f"
10,"""blue""",25,"""might""",0,"f"
10,"""blue""",40,"""might""",0.25,"f"
10,"""blue""",50,"""might""",0.76,"f"
10,"""blue""",60,"""might""",0.82,"f"
10,"""blue""",75,"""might""",0,"f"
10,"""blue""",90,"""might""",0,"f"
10,"""blue""",100,"""might""",0,"f"
10,"""blue""",0,"""probably""",0,"f"
10,"""blue""",10,"""probably""",0,"f"
10,"""blue""",25,"""probably""",0,"f"
10,"""blue""",40,"""probably""",0,"f"
10,"""blue""",50,"""probably""",0,"f"
10,"""blue""",60,"""probably""",0.51,"f"
10,"""blue""",75,"""probably""",1,"f"
10,"""blue""",90,"""probably""",1,"f"
10,"""blue""",100,"""probably""",0,"f"
10,"""orange""",0,"""bare""",1,"f"
10,"""orange""",10,"""bare""",0,"f"
10,"""orange""",25,"""bare""",0,"f"
10,"""orange""",40,"""bare""",0,"f"
10,"""orange""",50,"""bare""",0,"f"
10,"""orange""",60,"""bare""",0,"f"
10,"""orange""",75,"""bare""",0,"f"
10,"""orange""",90,"""bare""",0,"f"
10,"""orange""",100,"""bare""",0,"f"
10,"""orange""",0,"""probably""",0,"f"
10,"""orange""",10,"""probably""",1,"f"
10,"""orange""",25,"""probably""",1,"f"
10,"""orange""",40,"""probably""",0.39,"f"
10,"""orange""",50,"""probably""",0,"f"
10,"""orange""",60,"""probably""",0,"f"
10,"""orange""",75,"""probably""",0,"f"
10,"""orange""",90,"""probably""",0,"f"
10,"""orange""",100,"""probably""",0,"f"
10,"""orange""",0,"""might""",0,"f"
10,"""orange""",10,"""might""",0,"f"
10,"""orange""",25,"""might""",0.1,"f"
10,"""orange""",40,"""might""",1,"f"
10,"""orange""",50,"""might""",0.42,"f"
10,"""orange""",60,"""might""",0,"f"
10,"""orange""",75,"""might""",0,"f"
10,"""orange""",90,"""might""",0,"f"
10,"""orange""",100,"""might""",0,"f"
10,"""blue""",0,"""bare""",0,"f"
10,"""blue""",10,"""bare""",0,"f"
10,"""blue""",25,"""bare""",0,"f"
10,"""blue""",40,"""bare""",0,"f"
10,"""blue""",50,"""bare""",0,"f"
10,"""blue""",60,"""bare""",0,"f"
10,"""blue""",75,"""bare""",0,"f"
10,"""blue""",90,"""bare""",0,"f"
10,"""blue""",100,"""bare""",1,"f"
11,"""blue""",0,"""bare""",0,"f"
11,"""blue""",10,"""bare""",0.16,"f"
11,"""blue""",25,"""bare""",0.26,"f"
11,"""blue""",40,"""bare""",0.45,"f"
11,"""blue""",50,"""bare""",0.49,"f"
11,"""blue""",60,"""bare""",0.5,"f"
11,"""blue""",75,"""bare""",0.61,"f"
11,"""blue""",90,"""bare""",0.71,"f"
11,"""blue""",100,"""bare""",1,"f"
11,"""orange""",0,"""bare""",1,"f"
11,"""orange""",10,"""bare""",0.64,"f"
11,"""orange""",25,"""bare""",0.45,"f"
11,"""orange""",40,"""bare""",0.38,"f"
11,"""orange""",50,"""bare""",0.41,"f"
11,"""orange""",60,"""bare""",0.26,"f"
11,"""orange""",75,"""bare""",0.18,"f"
11,"""orange""",90,"""bare""",0,"f"
11,"""orange""",100,"""bare""",0,"f"
11,"""blue""",0,"""probably""",0,"f"
11,"""blue""",10,"""probably""",0.16,"f"
